# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
無駄だ	57	5	無駄だ	無駄だ:52 無駄|だ:5	train=57
授業中	51	5	授業|中	授業|中:46 授業中:5	test=1,train=50
そのもの	47	5	その|もの	その|もの:42 そのもの:5	test=1,train=45,val=1
気になる	44	5	気|に|なる	気|に|なる:39 気になる:5	test=1,train=43
をしてた	43	5	を|してた	を|してた:38 を|して|た:4 をしてた:1	train=43
お目	41	5	お目	お目:36 お|目:5	train=41
最悪の	41	5	最悪|の	最悪|の:36 最悪の:5	train=40,val=1
金持ちで	41	5	金持ち|で	金持ち|で:36 金持ちで:5	train=41
何もかも	40	5	何|も|か|も	何|も|か|も:35 何もかも:5	train=40
息子さん	38	5	息子さん	息子さん:33 息子|さん:5	train=38
次々と	38	5	次々|と	次々|と:33 次々と:5	train=38
話してた	38	5	話してた	話してた:33 話して|た:5	train=38
いるらしい	36	5	いるらしい	いるらしい:31 いる|らしい:5	train=36
うまくいった	34	5	うまく|いった	うまく|いった:29 うまくいった:5	test=1,train=32,val=1
・・	34	5	・|・	・|・:29 ・・:5	train=34
世界平和	33	5	世界|平和	世界|平和:28 世界平和:5	train=32,val=1
朝食前	33	5	朝食|前	朝食|前:28 朝食前:5	train=33
とたん	32	5	とたん	とたん:27 と|たん:5	train=31,val=1
かいた	29	5	かいた	かいた:24 か|いた:5	train=29
このような	29	5	このような	このような:24 この|よう|な:5	train=29
わずかに	28	5	わずか|に	わずか|に:23 わずかに:5	train=28
接して	26	5	接して	接して:21 接|して:5	train=26
ご存知です	25	5	ご存知|です	ご存知|です:20 ご存知です:5	train=25
あとは	23	5	あと|は	あと|は:18 あとは:5	train=23
お時間	23	5	お時間	お時間:18 お|時間:5	train=22,val=1
交通渋滞	23	5	交通|渋滞	交通|渋滞:18 交通渋滞:5	test=1,train=22
食事中	23	5	食事|中	食事|中:18 食事中:5	train=23
はな	21	5	は|な	は|な:16 はな:5	train=20,val=1
一緒だった	21	5	一緒|だった	一緒|だった:16 一緒だった:5	train=21
拾い上げた	21	5	拾い上げた	拾い上げた:16 拾い|上げた:5	train=21
行儀よく	21	5	行儀|よく	行儀|よく:16 行儀よく:5	train=21
第27章	18	5	第27章	第27章:13 第|27|章:5	train=18
がな	17	5	が|な	が|な:12 がな:5	train=17
ばかだ	17	5	ばか|だ	ばか|だ:12 ばかだ:5	train=17
一人息子	17	5	一人息子	一人息子:12 一人|息子:5	test=1,train=16
是非とも	17	5	是非|とも	是非|とも:12 是非|と|も:3 是非とも:2	train=17
約57人	17	5	約|57人	約|57人:12 約57人:5	train=17
約59人	17	5	約|59人	約|59人:12 約59人:5	train=17
しさえ	16	5	しさえ	しさえ:11 し|さえ:5	train=16
とっくに	16	5	とっくに	とっくに:11 とっく|に:4 とっ|くに:1	train=16
三年前	16	5	三年|前	三年|前:11 三年前:3 三|年前:2	train=16
時代遅れだ	16	5	時代遅れ|だ	時代遅れ|だ:11 時代遅れだ:4 時代|遅れ|だ:1	train=16
約25人	16	5	約25人	約25人:11 約|25人:5	train=16
エスペラント語	15	5	エスペラント|語	エスペラント|語:10 エスペラント語:5	train=15
第94章	15	5	第94章	第94章:10 第|94|章:5	train=15
約84人	15	5	約84人	約84人:10 約|84人:5	train=15
ありのまま	14	5	あり|の|まま	あり|の|まま:9 ありのまま:3 ありの|まま:2	train=13,val=1
う～	14	5	う|～	う|～:9 う～:5	train=14
かない	14	5	か|ない	か|ない:9 かない:5	train=13,val=1
やってん	14	5	やって|ん	やって|ん:9 やってん:5	train=14
一年中	14	5	一年|中	一年|中:9 一年中:5	train=13,val=1
睡眠不足	14	5	睡眠不足	睡眠不足:9 睡眠|不足:5	train=14
科学技術	14	5	科学|技術	科学|技術:9 科学技術:5	train=14
第74章	14	5	第|74|章	第|74|章:9 第74章:5	train=14
約19人	14	5	約19人	約19人:9 約|19人:5	train=14
約21人	14	5	約|21人	約|21人:9 約21人:5	train=14
約53人	14	5	約|53人	約|53人:9 約53人:5	train=14
約82人	14	5	約82人	約82人:9 約|82人:5	train=14
身分証明書	14	5	身分|証明書	身分|証明書:9 身分証明書:5	train=14
ろくでなし	13	5	ろくでなし	ろくでなし:8 ろく|で|なし:5	train=12,val=1
何だか	13	5	何|だ|か	何|だ|か:8 何|だか:3 何だか:2	train=13
微笑みかけた	13	5	微笑みかけた	微笑みかけた:8 微笑み|かけた:5	train=13
短編小説	13	5	短編|小説	短編|小説:8 短編小説:5	train=13
話し続けた	13	5	話し続けた	話し続けた:8 話し|続けた:5	train=13
いいや	12	5	いいや	いいや:7 いい|や:5	train=11,val=1
それなり	12	5	それなり	それなり:7 それ|な|り:4 それ|なり:1	train=12
ばかげている	12	5	ばかげている	ばかげている:7 ばかげて|いる:5	train=12
やってんだ	12	5	やって|ん|だ	やって|ん|だ:7 やってんだ:5	train=12
カッと	12	5	カッと	カッと:7 カッ|と:5	train=12
化した	12	5	化した	化した:7 化|した:5	train=12
気の毒に	12	5	気の毒|に	気の毒|に:7 気|の|毒|に:3 気の毒に:2	train=12
生の	12	5	生|の	生|の:7 生の:5	train=12
お済みです	11	5	お済みです	お済みです:6 お済み|です:5	train=11
なんだか	11	5	なん|だ|か	なん|だ|か:6 なんだか:5	train=11
フランス語版	11	5	フランス語版	フランス語版:6 フランス語|版:5	train=11
愛し	11	5	愛し	愛し:6 愛|し:5	train=11
時間厳守	11	5	時間|厳守	時間|厳守:6 時間厳守:5	train=11
第87章	11	5	第87章	第87章:6 第|87|章:5	train=11
約14人	11	5	約14人	約14人:6 約|14人:5	train=11
お話しください	10	5	お話しください	お話しください:5 お話し|ください:3 お|話しください:2	train=10
とある	10	5	と|ある	と|ある:5 とある:5	train=10
生き字引	10	5	生き|字引	生き|字引:5 生き字引:5	train=10
第60章	10	5	第|60|章	第|60|章:5 第60章:5	train=10
第90章	10	5	第|90|章	第|90|章:5 第90章:5	train=10
過小評価	10	5	過小|評価	過小|評価:5 過小評価:5	train=10
お会いしましょう	9	5	お会い|しましょう	お会い|しましょう:4 お会いしましょう:4 お|会いしましょう:1	train=9
もう	2595	4	もう	もう:2591 も|う:4	test=16,train=2563,val=16
本当に	887	4	本当に	本当に:883 本当|に:4	test=2,train=884,val=1
もっと	854	4	もっと	もっと:850 も|っと:4	test=5,train=842,val=7
必要な	193	4	必要|な	必要|な:189 必要な:4	train=192,val=1
がなかった	189	4	が|なかった	が|なかった:185 がなかった:4	test=2,train=186,val=1
奥さん	148	4	奥さん	奥さん:144 奥|さん:4	test=3,train=144,val=1
さらに	146	4	さらに	さらに:142 さら|に:4	test=1,train=144,val=1
なり	135	4	なり	なり:131 な|り:4	train=133,val=2
いたら	106	4	いたら	いたら:102 いた|ら:4	train=106
じっと	102	4	じっと	じっと:98 じっ|と:4	test=1,train=100,val=1
常に	102	4	常に	常に:98 常|に:4	test=1,train=100,val=1
明らかに	100	4	明らか|に	明らか|に:96 明らかに:4	test=2,train=97,val=1
関する	91	4	関する	関する:87 関|する:4	test=1,train=90
何時間	90	4	何時間	何時間:86 何|時間:4	train=88,val=2
行っても	88	4	行って|も	行って|も:84 行っても:4	test=2,train=86
ところが	76	4	ところ|が	ところ|が:72 ところが:4	train=76
がついた	75	4	が|ついた	が|ついた:71 がついた:4	test=1,train=72,val=2
お話	71	4	お話	お話:67 お|話:4	test=1,train=70
だか	69	4	だ|か	だ|か:65 だか:4	train=69
さっさと	66	4	さっさと	さっさと:62 さっさ|と:4	train=65,val=1
普通の	59	4	普通|の	普通|の:55 普通の:4	train=59
一般的に	53	4	一般的|に	一般的|に:49 一般的に:4	test=2,train=51
そうです	51	4	そう|です	そう|です:47 そうです:4	train=51
はるかに	50	4	はるか|に	はるか|に:46 はるかに:3 は|るかに:1	test=1,train=49
ファン・ユエン	46	4	ファン・ユエン	ファン・ユエン:42 ファン|・|ユエン:4	test=1,train=45
変だ	45	4	変だ	変だ:41 変|だ:4	test=1,train=44
夕食後	43	4	夕食|後	夕食|後:39 夕食後:4	train=43
金持ちだ	40	4	金持ち|だ	金持ち|だ:36 金持ちだ:4	test=1,train=39
お借り	38	4	お借り	お借り:34 お|借り:4	train=38
ご自由	38	4	ご自由	ご自由:34 ご|自由:4	test=1,train=34,val=3
行方不明	36	4	行方不明	行方不明:32 行方|不明:4	train=36
娘さん	35	4	娘さん	娘さん:31 娘|さん:4	test=1,train=32,val=2
したがって	34	4	したがって	したがって:30 し|たがって:4	test=1,train=33
同然だ	32	4	同然|だ	同然|だ:28 同然だ:4	train=32
行きたがって	31	4	行きたがって	行きたがって:27 行き|たがって:4	train=31
お好き	30	4	お好き	お好き:26 お|好き:4	train=30
なぜか	30	4	なぜ|か	なぜ|か:26 なぜか:4	test=1,train=29
数年	30	4	数年	数年:26 数|年:4	train=29,val=1
何個	29	4	何個	何個:25 何|個:4	train=29
次々に	29	4	次々|に	次々|に:25 次々に:4	train=29
なおさら	28	4	なおさら	なおさら:24 なお|さら:4	train=28
容易に	28	4	容易|に	容易|に:24 容易に:4	train=28
いったん	27	4	いったん	いったん:23 いった|ん:4	train=27
はあ	27	4	はあ	はあ:23 は|あ:4	train=27
天然資源	27	4	天然|資源	天然|資源:23 天然資源:4	train=27
思い通り	27	4	思い|通り	思い|通り:23 思い通り:4	test=1,train=25,val=1
様々な	25	4	様々|な	様々|な:21 様々な:4	test=1,train=24
約44人	24	4	約|44人	約|44人:20 約44人:4	train=24
ご連絡	23	4	ご連絡	ご連絡:19 ご|連絡:4	train=23
してん	23	4	してん	してん:19 して|ん:4	train=22,val=1
宇宙飛行士	22	4	宇宙|飛行士	宇宙|飛行士:18 宇宙飛行士:4	train=22
お伝えください	20	4	お伝えください	お伝えください:16 お伝え|ください:2 お|伝えください:2	test=1,train=19
約96人	20	4	約|96人	約|96人:16 約96人:4	train=20
話し相手	20	4	話し相手	話し相手:16 話し|相手:4	train=20
なにも	19	4	なに|も	なに|も:15 なにも:3 な|に|も:1	train=19
何らか	19	4	何らか	何らか:15 何ら|か:4	train=18,val=1
約92人	19	4	約|92人	約|92人:15 約92人:4	train=19
たんに	18	4	たんに	たんに:14 たん|に:4	train=18
ひょっとして	18	4	ひょっと|して	ひょっと|して:14 ひょっとして:4	train=17,val=1
寒くなった	18	4	寒く|なった	寒く|なった:14 寒くなった:4	train=18
楽しみだ	18	4	楽しみ|だ	楽しみ|だ:14 楽しみだ:4	train=18
気の毒	18	4	気の毒	気の毒:14 気|の|毒:3 気|の毒:1	train=18
約52人	18	4	約|52人	約|52人:14 約52人:4	train=18
約62人	18	4	約|62人	約|62人:14 約62人:4	train=18
約89人	18	4	約89人	約89人:14 約|89人:4	train=18
～～	18	4	～|～	～|～:14 ～～:4	test=1,train=17
いやだ	17	4	いやだ	いやだ:13 いや|だ:4	train=17
はいた	17	4	は|いた	は|いた:13 はいた:4	train=17
子供時代	17	4	子供|時代	子供|時代:13 子供時代:4	train=17
水中	17	4	水中	水中:13 水|中:4	train=17
約55人	17	4	約|55人	約|55人:13 約55人:4	train=17
約83人	17	4	約83人	約83人:13 約|83人:4	train=17
約98人	17	4	約|98人	約|98人:13 約98人:4	train=17
はならなかった	16	4	は|ならなかった	は|ならなかった:12 はならなかった:4	train=16
ばかに	16	4	ばか|に	ばか|に:12 ばかに:4	train=16
一週間前	16	4	一週間|前	一週間|前:12 一週間前:4	train=16
世界一	16	4	世界一	世界一:12 世界|一:4	train=16
夢見て	16	4	夢見て	夢見て:12 夢|見て:4	train=16
心配事	16	4	心配事	心配事:12 心配|事:4	train=16
約28人	16	4	約28人	約28人:12 約|28人:4	train=16
約60人	16	4	約|60人	約|60人:12 約60人:4	train=16
お知らせください	15	4	お知らせ|ください	お知らせ|ください:11 お|知らせください:2 お知らせください:2	train=15
かわりに	15	4	かわり|に	かわり|に:11 かわりに:4	train=14,val=1
はいらない	15	4	は|いらない	は|いらない:11 はいらない:4	train=15
切り倒した	15	4	切り倒した	切り倒した:11 切り|倒した:4	train=15
妹さん	15	4	妹さん	妹さん:11 妹|さん:4	train=15
属して	15	4	属して	属して:11 属|して:4	train=15
礼儀正しく	15	4	礼儀|正しく	礼儀|正しく:11 礼儀正しく:4	train=14,val=1
緊急事態	15	4	緊急事態	緊急事態:11 緊急|事態:4	train=15
良くなる	15	4	良く|なる	良く|なる:11 良くなる:4	train=15
そのうえ	14	4	そのうえ	そのうえ:10 その|うえ:4	train=14
はいって	14	4	はいって	はいって:10 は|いって:4	train=14
外出中	14	4	外出|中	外出|中:10 外出中:4	train=14
野球チーム	14	4	野球|チーム	野球|チーム:10 野球チーム:4	train=14
龍公	14	4	龍公	龍公:10 龍|公:4	train=14
あちらこちら	13	4	あちら|こちら	あちら|こちら:9 あちらこちら:4	train=13
いなくなった	13	4	いなくなった	いなくなった:9 いなく|なった:4	train=13
こいつら	13	4	こいつら	こいつら:9 こいつ|ら:4	train=12,val=1
してると	13	4	してる|と	してる|と:9 してると:4	train=13
何キロ	13	4	何キロ	何キロ:9 何|キロ:4	train=13
結婚生活	13	4	結婚生活	結婚生活:9 結婚|生活:4	train=13
いっぱいです	12	4	いっぱい|です	いっぱい|です:8 いっぱいです:4	train=12
いわれている	12	4	いわれて|いる	いわれて|いる:8 いわ|れて|いる:2 いわれている:2	train=12
おおいに	12	4	おおいに	おおいに:8 おおい|に:4	test=1,train=11
はいえない	12	4	は|いえない	は|いえない:8 はいえない:4	train=12
ハウルの	12	4	ハウル|の	ハウル|の:8 ハウルの:4	train=12
バカだ	12	4	バカ|だ	バカ|だ:8 バカだ:4	train=12
成田空港	12	4	成田空港	成田空港:8 成田|空港:4	train=12
楚度	12	4	楚度	楚度:8 楚|度:4	train=12
第24章	12	4	第24章	第24章:8 第|24|章:4	train=12
第31章	12	4	第31章	第31章:8 第|31|章:4	train=12
約31人	12	4	約|31人	約|31人:8 約31人:4	train=12
ご案内	11	4	ご案内	ご案内:7 ご|案内:4	train=11
はなれない	11	4	は|なれない	は|なれない:7 はなれない:4	train=11
世界一周旅行	11	4	世界|一周|旅行	世界|一周|旅行:7 世界一周旅行:4	train=11
二日酔い	11	4	二日酔い	二日酔い:7 二日|酔い:4	train=11
何種類	11	4	何種類	何種類:7 何|種類:4	train=11
勤務中	11	4	勤務|中	勤務|中:7 勤務中:4	test=1,train=9,val=1
左側通行	11	4	左側|通行	左側|通行:7 左側通行:4	train=11
文法的に	11	4	文法的|に	文法的|に:7 文法的に:3 文法|的|に:1	train=11
泣き始めた	11	4	泣き始めた	泣き始めた:7 泣き|始めた:4	train=11
約18人	11	4	約|18人	約|18人:7 約18人:4	train=11
賞金稼ぎ	11	4	賞金|稼ぎ	賞金|稼ぎ:7 賞金稼ぎ:4	train=11
連れ出した	11	4	連れ出した	連れ出した:7 連れ|出した:4	train=11
お上手です	10	4	お上手です	お上手です:6 お|上手です:2 お上手|です:2	train=10
お探しです	10	4	お探しです	お探しです:6 お探し|です:3 お|探しです:1	train=10
こういった	10	4	こう|いった	こう|いった:6 こういった:4	train=10
そうでなければ	10	4	そう|で|なければ	そう|で|なければ:6 そう|でなければ:3 そうでなければ:1	train=9,val=1
たしかに	10	4	たしかに	たしかに:6 たしか|に:4	test=1,train=9
でなかった	10	4	でなかった	でなかった:6 で|なかった:4	train=10
ホッと	10	4	ホッ|と	ホッ|と:6 ホッと:4	train=10
余儀なく	10	4	余儀|なく	余儀|なく:6 余儀なく:4	train=9,val=1
働き続けた	10	4	働き続けた	働き続けた:6 働き|続けた:4	test=1,train=9
君ら	10	4	君ら	君ら:6 君|ら:4	train=10
巨陽	10	4	巨|陽	巨|陽:6 巨陽:4	train=10
村中	10	4	村|中	村|中:6 村中:4	test=1,train=8,val=1
監天塔	10	4	監|天塔	監|天塔:6 監天塔:4	train=10
空だ	10	4	空|だ	空|だ:6 空だ:4	train=10
飲酒運転	10	4	飲酒|運転	飲酒|運転:6 飲酒運転:4	train=10
